80_25c7UU5YC,"Publish Your Own Magazine, Guidebook, Or Weekly Newspaper: How to Start, Manage, and Profit from Your Own Home-based Publishing Company",Thomas Andrew Williams,Sentient Publications,2002,322,Business & Economics,9781591810032,http://books.google.com/books/content?id=80_25c7UU5YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Williams provides a dynamic step-by-step guide to creating everything from tourism books and niche market magazines to specialty tabloids, using your home computer."
8-fG1NbzIgoC,The United States Newspaper Program: Cataloging Aspects,Ruth C. Carter,Psychology Press,1986,119,Language Arts & Disciplines,9780866565769,http://books.google.com/books/content?id=8-fG1NbzIgoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Here is a valuable and engaging overview of the cataloging aspects of the United States Newspaper Program, the most extensive and comprehensive original cataloging enterprise undertaken in America."
dWJW11hqlLkC,Canadian Newspaper Ownership in the Era of Convergence: Rediscovering Social Responsibility,"Ronald H. Wagenberg,Walter I. Romanow",University of Alberta,2005,194,History,9780888644398,http://books.google.com/books/content?id=dWJW11hqlLkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Canadian Newspaper Ownership in the Era of Convergence investigates the current state of Canada’s newspaper industry in light of recent developments—increasing concentration of ownership, multi-media convergence, and controversy over the actions of proprietors. Case studies examine how Conrad Black’s acquisition of newspapers in the mid-1990s, bringing his total ownership to over half of the country’s dailies, followed by the subsequent purchase of the most important of these by CanWest Global, has actually influenced the content of newspapers. Canadian Newspaper Ownership revisits “social responsibility” in the context of the changed media landscape as a means of prescribing how newspaper owners and employees might conduct themselves in the public interest."
R-RfB-mL32sC,Newspaper Days: An Autobiography,Theodore Dreiser,David R. Godine Publisher,2000,771,Biography & Autobiography,9781574231380,http://books.google.com/books/content?id=R-RfB-mL32sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The noted American novelist looks at his early days in journalism reporting for newspapers in Chicago, St. Louis, Pittsburgh, and New York between 1890 and 1894."
qvazd7oGxnEC,"The English Newspaper, 1622-1932: An Account of the Physical Development of Journals Printed in London",Stanley Morison,Cambridge University Press,2009-10-01,362,Language Arts & Disciplines,9780521122696,http://books.google.com/books/content?id=qvazd7oGxnEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,A bibliographical history of newspaper development.
D2H7ByahsJ0C,"India's Newspaper Revolution: Capitalism, Politics and the Indian-language Press, 1977-99",Robin Jeffrey,C. HURST & CO. PUBLISHERS,2000,234,Indic newspapers,9781850654346,http://books.google.com/books/content?id=D2H7ByahsJ0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"From the late 1970s a revolution in Indian-language newspapers, driven by a marriage of capitalism and technology, has carried the experience of print to millions of new readers in small-town and rural India."
3Sp6xp1rJb0C,Surviving in the Newspaper Business: Newspaper Management in Turbulent Times,"Jim Willis,William James Willis",ABC-CLIO,1988,210,Language Arts & Disciplines,9780275928629,http://books.google.com/books/content?id=3Sp6xp1rJb0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Willis' almost total textbook analysis of today's newspaper makes Surviving in the Newspaper Business precisely what it claims to be: A how-to guide to newspaper management in the 1980s and beyond . . . a set of unified principles for successful management.' It explains the supervision and organization of each department and stresses the importance of keeping the paper responsive to the needs of its readers, advertisers and, somewhat surprisingly, even its employees. Willis talks about advertising, circulation and marketing strategies and how to deal with competition from TV, the suburban weeklies and labor unions. He looks at the editor as a people manager, ' something that more than one tradition-bound editor has been unable to do for himself. The book has sample budgets and organizational charts and even a discussion of the relative merits of adult vs. youth carriers. Newspaper Research Journal Professor Jim Willis' book is a nicely condensed overview of the newspaper as a business. Though it is aimed at journalism students enrolled in newspaper management classes, it is also worthwhile reading for the curious reporter or copy editor who knows little about how newspapers make and spend money. . . . The book is sprinkled with good, common sense about balancing newspapers as a business against newspapering as good journalism. Professor Willis makes a gallant attempt to make sure students understand that though the newspaper must make a profit to survive, it will never truly excel unless it produces a good news-editorial product. ASNE Bulletin Surviving in the Newspaper Business is a how-to-do-it guide to newspaper management for the 1980s and beyond. It presents a set of unified principles for successful management and exposes the student to the primary mission of the newspaper: to deliver a quality product to the depth and breadth of the marketplace. Stressing the importance of the total newspaper concept, Willis portrays the successful newspaper as integrated internally among departments and externally with its readership and advertisers. In addition, he analyzes the newspaper's industrial environment, discusses management survival strategies, considers business and finance plans, and assesses organizational behavior in the newsroom. Included are a series of hands-on case studies offering further insights into topics discussed."
NR7mFXCB-wgC,International Law: A Dictionary,Boleslaw Adam Boczek,Scarecrow Press,2005,477,Law,9780810850781,http://books.google.com/books/content?id=NR7mFXCB-wgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"International Law: A Dictionary is a pathbreaking study of the development of international law from the earliest times to the present for students, scholars, legal professionals, and other interested readers. Combining the features of a brief encyclopedic dictionary and a textbook, readers are acquainted with the basic tenets of public international law. Preceding the main text are a list of acronyms and abbreviations, a glossary of Latin phrases, a chronology of major developments, a table of cases with references to entries and a list of the 373 entries. Numerous cross-references lead the reader to relevant entries, and the abundant references to primary sources, mostly treaties and court cases, enable the reader to locate research materials. The selected bibliography includes books, research aids, textbooks, and casebooks as well as recent books on special international law topics."
ggxAhLBuOegC,Introduction to the Law of South Africa,"C. G. Van der Merwe,J. E. Du Plessis",Kluwer Law International B.V.,2004-01-01,548,Law,9789041122827,http://books.google.com/books/content?id=ggxAhLBuOegC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This title is part of an established Series which introduces various legal systems of the world. It provides an authoritative and accessible overview of the main branches of South African public, private and commercial law. Offering insight into the rich system of South African law, this title will be of particular interest to the international legal community. The South African legal system has not only developed fascinating mixtures of civil law and common law rules over more than a century, but has also experienced a post-apartheid South Africa. Of particular interest is the way in which so many branches of law have been infused by basic constitutional values. Many of the contributors have published work in their own fields and have considerable experience of presenting their subject matter in a broader comparative perspective. The succinct and balanced nature of the contributions makes this title attractive to a wide audience of academics, students and practitioners with an interest in this remarkable legal system."
jrTsNTzcY7EC,International Law: Achievements and Prospects,Mohammed Bedjaoui,Martinus Nijhoff Publishers,1991,1,Law,9789231027161,http://books.google.com/books/content?id=jrTsNTzcY7EC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The arrival of the ""International Law: Achievements and Prospects"" can fairly be described as a major event in international legal publishing. It has been written by international lawyers from the North, the South, the East and the West, whose differing origins and different, or even opposed, academic backgrounds have ensured that the book encapsulates and brings into focus the main forms of civilization' and the principal legal systems of the world'. The book's most distinctive feature is its international, multi-cultural and polyphonic nature. ""International Law: Achievements and Prospects"" aims to inform and to educate, to make the discipline of international law accessible to a very broad public, and to promote a meeting of minds on fundamental notions, key concepts, and the guiding principles of international law, over and beyond frontiers, ideologies and doctrines. In addition, it is intended to provide a framework for thought, to describe what international law is today, to specify its nature, define its purpose and show its strengths, and also to point out its weaknesses. All the contributing authors are or have been practitioners of international law. Their contributions express a global view of international law which helps to unravel the complex reality of the contemporary world. ""International Law: Achievements and Prospects"" has been produced under the auspices of UNESCO; its content also aspires to reflect, in some measure, the imprint of that Organization's sponsorship."
oPVxPxHowBIC,Introduction to Administrative Law,Neil Hawke,Cavendish Publishing,1996-02-19,344,Law,9781843142287,http://books.google.com/books/content?id=oPVxPxHowBIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"First published in 1996. Routledge is an imprint of Taylor & Francis, an informa company."
PD3dFLaImi4C,Constitutional Law and the Criminal Justice System,"J. Harr,Kären Hess",Cengage Learning,2007-03-07,448,Social Science,9780495095439,http://books.google.com/books/content?id=PD3dFLaImi4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"With Harr and Hess's legalese-free text, you'll gain a firm understanding of our often-complex Constitution and criminal justice system. To ground you in the laws that shape the system and our society, the authors present you with a clearly organized, 'bird's-eye view of the topic, supported by over 200 summarized cases that introduce you to the most influential and pertinent cases. Harr and Hess also devote considerable time to an exploration of the Fourth and Fifth Amendments, relevant because of their application to issues relevant to criminal justice: reasonable search and seizure, double jeopardy, and testifying against oneself. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version."
1IhyHjHTaKQC,The Law School Buzz Book,Vault Editors,Vault Inc.,2006-02-07,493,Law,9781581314014,http://books.google.com/books/content?id=1IhyHjHTaKQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"In this new edition, Vault publishes the entire surveys of current students and alumni at more than 100 top law schools. Each 4-to 5-page entry is composed of insider comments from students and alumni, as well as the school's responses to the comments."
ZKgxsFgeWt8C,"Due Process in Nigeria's Administrative Law System: History, Current Status, and Future",Oneyebuchi T. Uwakah,University Press of America,1997,236,History,9780761807643,http://books.google.com/books/content?id=ZKgxsFgeWt8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book, which relies on primary and secondary printed sources and a series of interviews with affected persons, lawyers, judges, and customary court presidents in Nigeria, focuses on the place of due process in the Nigerian legal system. Uwakah is concerned about the abuse of this important fundamental right in his country. The purpose of the book is to examine how due process operates in Nigeria and whether the coexistence of the customary law, the English common law, the Moslem law, and the martial law systems in Nigeria hinders or enhances due process in the country. Finally, the study investigates the suitability of the British version of due process to Nigeria, since the concept is imported to the country. The book concludes that the British version of due process is unsuitable to Nigeria because the country's political, economic, social, and religious backgrounds substantially differ from those of Britain. This conclusion is premised on the consensus of the interviewees. Uwakah recommends the country's immediate transition from military to civilian rule."
xEAmkaqn8lMC,The International Law on the Rights of the Child,Geraldine Van Bueren,Martinus Nijhoff Publishers,1998-10-22,435,Law,9789041110916,http://books.google.com/books/content?id=xEAmkaqn8lMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This volume draws upon the author's own experience to highlight the complexities behind the global violations of children's rights. Analysis and description are interwoven to provide a coherent study of the international status of children and the rights which attach to this status, both for those familiar and unfamiliar with international law. The author demonstrates the potential of international law in protecting the rights of children, even in states which are restructuring their economies. To be effective, international law cannot be used in isolation and the text seeks to place the rights of the child in their cultural and historical contexts. All royalties from ""The International Law on the Rights of the Child"" are being donated to the International Save the Children Alliance to assist them in their work with children."
vdn4hPpCZCIC,The International Survey of Family Law: 1997,Andrew Bainham,Martinus Nijhoff Publishers,1999-04-21,549,Law,9789041111876,http://books.google.com/books/content?id=vdn4hPpCZCIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"""The International Survey of Family Law,"" published on behalf of the International Society of Family Law, is the successor to the ""Annual Survey of Family Law,"" It provides information, analysis and comment on recent developments in Family Law across the world on a country-by- country basis. The ""Survey"" is published annually and its subtitle reflects the calendar year surveyed. Where a country has been regularly surveyed each year, the developments discussed correspond to the year in question. If certain countries have not been surveyed for some years the contributions will usually attempt to cover the intervening period. If countries are being covered for the first time, then more background information will be provided about the state of family law in the country in question. The ""Survey"" also contains an article dealing with the more significant developments in international law affecting the family."
Hzs2KqTe0SYC,The Province of Administrative Law,Michael Taggart,Hart Publishing,1997-06-19,381,Law,9781901362015,http://books.google.com/books/content?id=Hzs2KqTe0SYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This book draws upon the experiences of several jurisdictions to analyse the scope, development and future of administrative law."
r0Nr8WnwprIC,A Brighter Sun,"Liz Gerschel,Frank Green",Heinemann,1995,76,West Indian literature (English),9780435975265,http://books.google.com/books/content?id=r0Nr8WnwprIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"A revision guide to Sam Selvon's novel, A Brighter Sun."
vh7M1u4IGFkC,Sun Yat-sen,"Marie-Claire Bergère,Janet Lloyd",Stanford University Press,1998,480,Biography & Autobiography,9780804740111,http://books.google.com/books/content?id=vh7M1u4IGFkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Arguing that the life and work of Sun Yat-sen have been distorted by both myth and demythification, the author provides a fresh overall evaluation of the man and the events that turned an adventurer into the founder of the Chinese Republic and the leader of a great nationalist movement."
Gh9BPxjMBLMC,The Fifth Sun: A Play in One Act,Nicholas A. Patricca,Dramatic Publishing,1992,67,El Salvador,9780871292179,http://books.google.com/books/content?id=Gh9BPxjMBLMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
EtWF9t84aC4C,Ernest Hemingway's The Sun Also Rises: A Casebook,Linda Wagner-Martin,Oxford University Press on Demand,2002,189,Literary Criticism,9780195145731,http://books.google.com/books/content?id=EtWF9t84aC4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Still the most popular of Hemingway's books, The Sun also Rises captures the quintessential romance of the expatriate Americans and Britons in Paris after World War I. The text provides a way for discussions of war, sexuality, personal angst, and national identity to be linked inextricably with the stylistic traits of modern writing. This Casebook, edited by one of Hemingway's most eminent scholars, presents the best critical essays on the novel to be published in the last half century. These essays address topics as diverse as sexuality, religion, alcoholism, gender, Spanish culture, economics, and humor. The volume also includes an interview with Hemingway conducted by George Plimpton."
OWf0RoB6MQUC,Copper Sun,Sharon M. Draper,Simon and Schuster,2008-01-01,314,Juvenile Fiction,9781416953487,http://books.google.com/books/content?id=OWf0RoB6MQUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Two fifteen-year-old girls--one a slave and the other an indentured servant--escape their Carolina plantation and try to make their way to Fort Moses, Florida, a Spanish colony that gives sanctuary to slaves."
LGpArsi70DgC,Soccer in Sun and Shadow,Eduardo Galeano,Verso,2003,244,Sports & Recreation,9781859844236,http://books.google.com/books/content?id=LGpArsi70DgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Cover note: Revisd edition including commentary on the 2002 World Cup.
cb2xefiR0D0C,New Essays on The Sun Also Rises,"Martin Linda Wagner,Scott Donaldson,Michael Shane Reynolds,Wendy Martin,Arnold E. Davidson,Cathy N. Davidson,John W. Aldridge",Cambridge University Press,1987-06-26,134,Literary Criticism,9780521317870,http://books.google.com/books/content?id=cb2xefiR0D0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The Sun Also Rises (1926) was Hemingway's first novel and is now widely considered to be the most important of his longer works of fiction. Written in an accessible style by prominent scholars, this collection of essays provides helpful and valuable insight for new readers and Hemingway specialists alike. Each essay is devoted to a major aspect of the novel: Hemingway's use of humor, the literary and historical context of the book, the atypically modern character of Brett Ashley, and recent approaches to issues of sexuality in the novel."
xaiaM77s6N4C,"Black Sun: Aryan Cults, Esoteric Nazism, and the Politics of Identity",Nicholas Goodrick-Clarke,NYU Press,2003-07,371,History,9780814731550,http://books.google.com/books/content?id=xaiaM77s6N4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The Unpredictable Constitution brings together a distinguished group of U.S. Supreme Court Justices and U.S. Court of Appeals Judges, who are some of our most prominent legal scholars, to discuss an array of topics on civil liberties. In thoughtful and incisive essays, the authors draw on decades of experience to examine such wide-ranging issues as how legal error should be handled, the death penalty, reasonable doubt, racism in American and South African courts, women and the constitution, and government benefits. Contributors: Richard S. Arnold, Martha Craig Daughtry, Harry T. Edwards, Ruth Bader Ginsburg, Betty B. Fletcher, A. Leon Higginbotham, Jr., Lord Irvine of Lairg, Jon O. Newman, Sandra Day O'Connor, Richard A. Posner, Stephen Reinhardt, and Patricia M. Wald."
wfr2BSDj_DMC,"Surya, the Sun God",K. S. Charak,Institute of Vedic Astrology,1999,164,Hindu astrology,9788190100823,http://books.google.com/books/content?id=wfr2BSDj_DMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,On the cult of Sūrya (Hindu deity) and its astrological implications.
Jiwa2PmB8jkC,Gardens of the Moon,Steven Erikson,Random House,2008,728,Adventure stories,9780553819571,http://books.google.com/books/content?id=Jiwa2PmB8jkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,Follows the perils of the citizens of the warring Malazan Empire.
Ylalfhk2lHYC,"The Moon in the Water: Understanding Tanizaki, Kawabata, and Mishima",Gwenn Boardman Petersen,University of Hawaii Press,1992,384,Literary Criticism,9780824814762,http://books.google.com/books/content?id=Ylalfhk2lHYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
TWtLIOlPwS4C,Observing the Moon,Peter Wlasuk,Springer Science & Business Media,2000,181,Science,9781852331931,http://books.google.com/books/content?id=TWtLIOlPwS4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Observing the Moon is a definitive work, written as a reference book for anyone seriously interested in the Moon and its geology. It is of course a perfect companion for practical observers. Detailed and extensively illustrated chapters catalog ail the interesting lunar features visible in modest telescopes. They are preceded by a crash course in modern lunar geology - based on the vast amount we have learned during and since the Apollo missions - and are followed by chapters on photographic and CCD imaging, drawing and lunar topography. A CD-ROM accompanies this book and contains an atlas of lunar images and much more. The CD-ROM requires a PC running Windows 3.1 or higher, a minimum of 16MB (Windows 3.1), 64MB (Windows 95 up) of memory and a 2x or faster CD-ROM player."
oxLBa_8tLHAC,"The Moon: Resources, Future Development and Settlement","David Schrunk,Burton Sharpe,Bonnie L. Cooper,Madhu Thangavelu",Springer Science & Business Media,2007-11-27,261,Science,9780387739823,http://books.google.com/books/content?id=oxLBa_8tLHAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This extraordinary book details how the Moon could be used as a springboard for Solar System exploration. It presents a realistic plan for placing and servicing telescopes on the Moon, and highlights the use of the Moon as a base for an early warning system from which to combat threats of near-Earth objects. A realistic vision of human development and settlement of the Moon over the next one hundred years is presented, and the author explains how global living standards for the Earth can be enhanced through the use of lunar-based generated solar power. From that beginning, the people of the Earth would evolve into a spacefaring civilisation."
OgLHRt3_-NYC,The 12 Moon Signs in Love: A Lover's Guide to Understanding Your Partner,Vera Kaikobad,Dog Ear Publishing,2005-07,456,"Body, Mind & Spirit",9781598580266,http://books.google.com/books/content?id=OgLHRt3_-NYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Is your relationship a daily compromise or a true success? Are you a romantic Leo Moon person who approaches falling in love with joy and eager anticipation? Or are you an even-tempered, hard-working Virgo Moon person who ends up relegating passion to the very bottom of your to-do list? Perhaps you're a loving and sensitive Cancer Moon person who likes to mother their lover. Or maybe you're a harmony-oriented, emotionally flexible Libra Moon person who is searching for that ideal spouse? Vera Kaikobad's The 12 Moon Signs In Love: A Lover's Guide To Understanding Your Partner helps partners understand each other's deep, emotional and private side through the careful study of personal Astrological Moon signs. Every person's individual Moon sign is an uncannily accurate guide to how they respond to love, adjust to intimacy and express their romantic persona. Our Sun signs signify what we do, while our Moon signs show us how we love. Achieving physical compatibility is a no-brainer, but achieving that oh-so-delicate level of daily emotional compatibility can mean the difference between an average relationship and a superlatively successful one. Is your lover touchy-feely? Or do they love with their mind and intellect? Some Moon signs revel in closeness and feel empowered by it. While others require space and distance through which to evaluate the meaning or usefulness of intimacy in their lives. Each Moon sign speaks its own special, emotional language. And for those of you who are willing to go that extra mile to learn those intricate little details to make your love stronger over the long run, this book may hold some important keys for you to discover. The 12 Moon Signs In Love: A Lover's Guide To Understanding Your Partner: 1). Contains comprehensive descriptions of each of the 12 Moon signs and discusses their individual romantic nature. 2). Contains 10 specific traits that the male and female of each Moon sign looks for in a love relationship. 3). Contains a list of Sun and Moon signs that are the most compatible for each individual Moon sign. 4). Contains a list of famous celebrities who share each Moon sign with the reader. 5). Allows the reader to find out their personal Moon sign or that of their lover for FREE by logging onto www.astrologycompatibilityreports.com and sending their birth data to the author, who will then email them their real Moon sign within seconds. 6). It contains 144 detailed romantic Moon sign combinations for each Moon sign. 7). Contains a Moon sign Gift Guide for each Moon sign. This book is of great help to anyone who: Has just begun an exciting new love relationship and wants to know how to connect to the real, emotional persona behind their lover. Has just gotten engaged or married and is about to begin a life together with their partner, and would like to know how to appeal to their future spouse by getting the ""inside scoop"" on their emotion-based Moon sign nature. Has been single for sometime and would like to know the emotional temperament of potential future lovers and life-partners by matching up their own Moon sign with theirs. Vera Kaikobad specializes in Compatibility Astrology and Relationship Numerology. Based in Arizona and Colorado, she has spent a more than a decade helping lovers gain clearer insights into their relationships. In The 12 Moon Signs In Love she unravels the mysteries of the 12 romantic Moon signs and their individual approach to love and intimacy, by formulating 144 in-depth, astrological matches that guide lovers to use the secrets of Moon sign astrology to quickly gain guidance about their relationships. Vera holds an Arts degree from Thomas Edison State College in New Jersey, is a published poet, and a licensed medical acupuncturist. Fluent in five languages, Vera has traveled the globe and is an amateur Civil War historian with an interest in the life of Abraham Lincoln. She is currently working on her next book on Numerology."
AMy_jLQcVKsC,The Hades Moon: Pluto in Aspect to the Moon,Judy Hall,Weiser Books,1998-01-15,336,"Body, Mind & Spirit",9781578630394,http://books.google.com/books/content?id=AMy_jLQcVKsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Using mythology, archetypal symbolism, and a wealth of case histories, this study provides new material and insight into the many facets of this major, transformative contact between the Moon and Pluto. Hall explains why Pluto-Moon aspects are so important, and gives a description of the Hades Moon through the signs and houses. She shows us the symptoms and offers practical information about flower essences and techniques that can help people handle Hades Moon energy."
0Wu3KjhdPuQC,Kiss of the Moon,Lisa Jackson,Simon and Schuster,2004,372,Fiction,9780743492935,http://books.google.com/books/content?id=0Wu3KjhdPuQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Determined to rescue her kidnapped sister, Sorcha of Prydd, a stunning beauty born with a legendary birthmark fortelling her role as the savior of Prydd, matches wits--and unexpected passion--with Lord Hagan of Erbyn, the scion of her family's sworn enemies, in a romance set against the backdrop of medieval Wales. Reissue."
a7QgQ73cQPUC,The Moon in Your Life: Being a Lunar Type in a Solar World,Donna Cunningham,Weiser Books,1996,359,"Body, Mind & Spirit",9780877288374,http://books.google.com/books/content?id=a7QgQ73cQPUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,
Ga6xKvVFBmIC,The Moon Maiden & Other Asian Folktales,Hua Long,China Books,1993,30,Juvenile Nonfiction,9780835124935,http://books.google.com/books/content?id=Ga6xKvVFBmIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"An illustrated collection of twelve well-known myths, legends and fables from China and East Asia adapted for younger readers."
DDO3sdV6ytsC,Basketball: A Biographical Dictionary,David L. Porter,Greenwood Publishing Group,2005-01-01,589,Biography & Autobiography,9780313309526,http://books.google.com/books/content?id=DDO3sdV6ytsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Presents 577 biographical entries on the lives and careers of individuals important to the history of basketball, from its origins to the present."
x2cnWBjyaHoC,Basketball,Clive Gifford,Evans Brothers,2009,30,Basketball,9780237537258,http://books.google.com/books/content?id=x2cnWBjyaHoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This series explores different sports, discussing the rules, skills, techniques and training involved. History of the sport is included, with world records and mini-biographies of sporting heroes. Each title uses large photos, clear diagrams, simple language and clear design to make information accessible for Middle Primary ages."
xDWx6uxC7DkC,Basketball Skills and Drills,"Jerry Krause,Don Meyer,Jerry Meyer",Human Kinetics,2008,255,Sports & Recreation,9780736067072,http://books.google.com/books/content?id=xDWx6uxC7DkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Before great basketball players developed their superstar flair, they built a solid base of fundamental skills in all phases of the game. Basketball Skills and Drills provides a blueprint for building the foundation that every well-rounded basketball player needs. The book also covers key team principles for both ends of the court. Tactics for offense, including special situations such as out-of-bounds plays, will improve spacing, ball and player movement, shot selection, and scoring. Defensive tactics emphasize positioning, pressure, and various systems to apply in each area or level of the court."
LlxQsUaAMfYC,52-week Basketball Training,Chip Sigmon,Human Kinetics,2003,207,Sports & Recreation,9780736045148,http://books.google.com/books/content?id=LlxQsUaAMfYC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"Designed for both male and female players, this title presents daily workouts for optimal training throughout the year so that players can withstand the rigors of the sport. Explanations and detailed illustrations provide clear instruction on how to perform each of the 192 drills and exercises."
0gixJcG9daIC,Coaching Basketball For Dummies,The National Alliance For Youth Sports,John Wiley & Sons,2011-02-09,384,Sports & Recreation,9781118051719,http://books.google.com/books/content?id=0gixJcG9daIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"So you’re thinking about volunteering to coach youth basketball? Great! You’re in for a fun, rewarding experience. Whether you’re new to the sport and looking for some guidance or you’re a seasoned coach hunting for some fresh tips, Coaching Basketball For Dummies will help you command the court with confidence. Each friendly chapter is packed with expert advice on teaching the basics of basketball—from dribbling and shooting to rebounding and defending—and guiding your kids to a fun-filled, stress-free season. You get a crash course in the rules and regulations of the game, as well as clear explanations of what all those lines, circles, and half-circle markings mean on the court. You’ll assign team positions, run great practices, and work with both beginning and intermediate players of different age groups. You’ll also see how to ramp up your players’ skills and lead your team effectively during a game. This book will also help you discover how to: Develop your coaching philosophy Understand your league’s rules Conduct a preseason parents’ meeting—crucial for opening the lines of communication Teach offensive and defensive strategies Keep your kids healthy and injury-free Encourage good sportsmanship Make critical half-time adjustments during a game Help struggling players Address discipline problems and handle difficult parents Coach an All-Star or Travel team Complete with numerous offensive and defensive drills and tips for helping your kids relax before a game, Coaching Basketball For Dummies is the fun and easy way to get the score on this worthwhile endeavor!"
5yyzxFiAfV4C,Tales from Cincinnati Bearcats Basketball,"Michael Perry,Nick Lachey",Sports Publishing LLC,2004-01,246,Sports & Recreation,9781582617459,http://books.google.com/books/content?id=5yyzxFiAfV4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"This chronicle of the storied history of the University of Cincinnati basketball program is filled with anecdotes from and about its star players, coaches, and colorful characters. The coaches include Bob Huggins, who took over the program in 1989 and led the Bearcats back to prominence with a 1992 Final Four appearance; his predecessor Tony Yates, a former star Cincinnati player who was eventually fired as the coach; Ed Badger, who went on to coach and scout in the NBA: Gale Catlett, who left UC for West Virginia; Ed Jucker, who coached the Bearcats to their two national championships: and Tay Baker, the only man to coach at both UC and crosstown rival Xavier University. Among the star players featured in the book are, of course, Hall of Famers Oscar Robertson and Jack Twyman; 2000 National Player of the Year Kenyon Martin, and All-Americans such as Nick Van Exel, Danny Fortson and Steve Logan. Author Michael Perry also recounts some of the program's most memorable games and moments, including recaps of the most exciting Crosstown Shootouts against the rival Xavier Musketeers. Tales from the Cincinnati Bearcats Hardwood will be a comprehensive trip down memory lane, providing insight into the Huggins era and, for those who did not start following the team until the 1990s, a nice history lesson about one of America's top basketball programs."
oLCSBeuStRcC,The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,ESPN,2009-10-27,752,Sports & Recreation,9780345513113,http://books.google.com/books/content?id=oLCSBeuStRcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,"The NBA according to The Sports Guy Foreword by Malcolm Gladwell Newly updated with fresh takes on LeBron, Kobe, the Celtics & more* Bill Simmons, the wildly opinionated and thoroughly entertaining basketball addict known to millions as ESPN.com’s The Sports Guy, has written the definitive book on the past, present, and future of the NBA. From the age-old question of who actually won the rivalry between Bill Russell and Wilt Chamberlain to the one about which team was truly the best of all time, Simmons opens—and then closes, once and for all—every major pro basketball debate. Then he takes it further by completely reevaluating not only how NBA Hall of Fame inductees should be chosen but how the institution must be reshaped from the ground up, the result being the Pyramid: Simmons’s one-of-a-kind five-level shrine to the ninety-six greatest players in the history of pro basketball. And ultimately he takes fans to the heart of it all, as he uses a conversation with one NBA great to uncover that coveted thing: The Secret of Basketball. Comprehensive, authoritative, controversial, hilarious, and impossible to put down (even for Celtic-haters), The Book of Basketball offers every hardwood fan a courtside seat beside the game’s finest, funniest, and fiercest chronicler. *Including even more footnotes!"
